Service Request Number,Unnamed: 1,Service Request: Type Name,Work Order Number,Date/Time Opened,Date/Time Closed,Service Request Status,Service Request: Description,Department,Work Order Status,Street Block,Zip Code,Unnamed: 12
SR20-05453707,,No Heat Complaint,20-03420763,11/13/2020 12:06 PM,11/17/2020 8:52 AM,Completed,NO HEAT,DOB - Buildings,Closed,7200 S SOUTH SHORE DR,60649.0,
SR20-05453954,,No Heat Complaint,20-03420908,11/13/2020 12:29 PM,11/17/2020 12:10 PM,Completed,,DOB - Buildings,Closed,600 E 46TH ST,60653.0,
SR20-05454744,,No Heat Complaint,20-03421186,11/13/2020 1:22 PM,11/16/2020 3:22 PM,Completed,,DOB - Buildings,Closed,4200 S MICHIGAN AVE,60653.0,
SR20-05455659,,No Heat Complaint,20-03421728,11/13/2020 2:55 PM,11/16/2020 10:29 AM,Completed,,DOB - Buildings,Closed,6900 S INDIANA AVE,60637.0,
SR20-05456082,,No Heat Complaint,20-03421940,11/13/2020 3:50 PM,11/16/2020 2:03 PM,Completed,I have had previous issues where that have taken long to fix or not provided enough information so I felt I needed to submit this so I would have heat tonight. I also have a pet and didn't want my pet to suffer.,DOB - Buildings,Closed,7500 N GREENVIEW AVE,60626.0,
SR20-05456352,,No Heat Complaint,20-03422066,11/13/2020 4:29 PM,11/19/2020 8:21 AM,Completed,****RESIDENT USING OVEN AND SPACE HEATERS TO WARM HER APARTMENT**,DOB - Buildings,Closed,3900 W LEXINGTON ST,60624.0,
SR20-05456574,,No Heat Complaint,20-03422199,11/13/2020 5:04 PM,11/17/2020 11:15 AM,Completed,,DOB - Buildings,Closed,1000 W 72ND ST,60621.0,
SR20-05456878,,No Heat Complaint,20-03422319,11/13/2020 6:14 PM,11/23/2020 8:31 AM,Completed,,DOB - Buildings,Closed,4000 N LAPORTE AVE,60641.0,
SR20-05457109,,No Heat Complaint,20-03422398,11/13/2020 7:34 PM,11/17/2020 8:52 AM,Completed,,DOB - Buildings,Closed,8900 S ESCANABA AVE,60617.0,
SR20-05457488,,No Heat Complaint,20-03422510,11/13/2020 9:54 PM,11/16/2020 2:51 PM,Completed,,DOB - Buildings,Closed,7900 S MARYLAND AVE,60619.0,
SR20-05457549,,No Heat Complaint,20-03422532,11/13/2020 10:29 PM,11/17/2020 11:15 AM,Completed,,DOB - Buildings,Closed,5900 S UNION AVE,60621.0,
SR20-05457782,,No Heat Complaint,20-03422615,11/14/2020 3:33 AM,11/18/2020 4:29 PM,Completed,,DOB - Buildings,Closed,1000 E 55TH ST,60615.0,
SR20-05457838,,No Heat Complaint,20-03422632,11/14/2020 5:38 AM,11/17/2020 9:24 AM,Completed,,DOB - Buildings,Closed,8700 S COTTAGE GROVE AVE,60619.0,
SR20-05458153,,No Heat Complaint,20-03422760,11/14/2020 8:28 AM,11/16/2020 2:03 PM,Completed,,DOB - Buildings,Closed,2200 W TAYLOR ST,60612.0,
SR20-05458202,,No Heat Complaint,20-03422781,11/14/2020 8:41 AM,11/17/2020 8:54 AM,Completed,,DOB - Buildings,Closed,6200 S MARSHFIELD AVE,60636.0,
SR20-05458235,,No Heat Complaint,20-03422795,11/14/2020 8:51 AM,11/16/2020 2:03 PM,Completed,,DOB - Buildings,Closed,1700 N LEAVITT ST,60647.0,
SR20-05458457,,No Heat Complaint,20-03422877,11/14/2020 9:45 AM,11/17/2020 6:41 AM,Completed,,DOB - Buildings,Closed,3700 W 60TH PL,60629.0,
SR20-05458597,,No Heat Complaint,20-03422936,11/14/2020 10:29 AM,11/17/2020 1:46 PM,Completed,I have had the heater looked at on multiple occasions within the last month and issues have kept coming up.,DOB - Buildings,Closed,6100 S EBERHART AVE,60637.0,
SR20-05458645,,No Heat Complaint,20-03422954,11/14/2020 10:48 AM,11/17/2020 1:34 PM,Completed,,DOB - Buildings,Closed,6900 S CLYDE AVE,60649.0,
SR20-05458677,,No Heat Complaint,20-03422966,11/14/2020 10:59 AM,11/17/2020 6:42 AM,Completed,,DOB - Buildings,Closed,1500 W GARFIELD BLVD,60609.0,
SR20-05458699,,No Heat Complaint,,11/14/2020 11:06 AM,11/17/2020 11:15 AM,Completed,,DOB - Buildings,,,60621.0,
SR20-05458903,,No Heat Complaint,20-03423063,11/14/2020 12:11 PM,11/17/2020 6:27 AM,Completed,,DOB - Buildings,Closed,7800 S ESCANABA AVE,60649.0,
SR20-05458978,,No Heat Complaint,20-03423099,11/14/2020 12:29 PM,11/17/2020 4:31 PM,Completed,,DOB - Buildings,Closed,0 E 61ST ST,60637.0,
SR20-05459064,,No Heat Complaint,20-03423128,11/14/2020 12:55 PM,11/19/2020 8:21 AM,Completed,,DOB - Buildings,Closed,5400 W HURON ST,60644.0,
SR20-05459225,,No Heat Complaint,20-03423196,11/14/2020 1:50 PM,11/17/2020 6:27 AM,Completed,,DOB - Buildings,Closed,1600 W 80TH ST,60620.0,
SR20-05459227,,No Heat Complaint,20-03423198,11/14/2020 1:52 PM,11/16/2020 2:03 PM,Completed,,DOB - Buildings,Closed,6000 N KENMORE AVE,60660.0,
SR20-05459253,,No Heat Complaint,20-03423206,11/14/2020 2:03 PM,11/23/2020 8:31 AM,Completed,OWNER LIVES IN BASEMENT APT AND SPLITS HEATING BILL WITH CLIENT - SPANISH SPEAKING,DOB - Buildings,Closed,5100 W ROSCOE ST,60641.0,
SR20-05459297,,No Heat Complaint,20-03423223,11/14/2020 2:17 PM,11/19/2020 8:21 AM,Completed,,DOB - Buildings,Closed,900 W 18TH ST,60608.0,
SR20-05460149,,No Heat Complaint,20-03423516,11/14/2020 5:43 PM,11/17/2020 4:21 PM,Completed,,DOB - Buildings,Closed,6900 S CALUMET AVE,60637.0,
SR20-05460268,,No Heat Complaint,20-03423563,11/14/2020 6:20 PM,11/17/2020 4:31 PM,Completed,,DOB - Buildings,Closed,2100 S MICHIGAN AVE,60616.0,
SR20-05460446,,No Heat Complaint,20-03423627,11/14/2020 7:21 PM,11/17/2020 6:41 AM,Completed,,DOB - Buildings,Closed,1700 W 76TH ST,60620.0,
SR20-05460455,,No Heat Complaint,,11/14/2020 7:24 PM,11/17/2020 4:31 PM,Completed,,DOB - Buildings,,,60616.0,
SR20-05460708,,No Heat Complaint,20-03423702,11/14/2020 9:00 PM,11/23/2020 8:31 AM,Completed,,DOB - Buildings,Closed,6100 W GIDDINGS ST,60630.0,
SR20-05461023,,No Heat Complaint,,11/14/2020 11:10 PM,11/16/2020 3:39 PM,Completed,2nd time the caller has called,DOB - Buildings,,,60644.0,
SR20-05461210,,No Heat Complaint,,11/15/2020 3:26 AM,11/23/2020 8:31 AM,Completed,No other information given/caller did not want to give his information.,DOB - Buildings,,,60641.0,
SR20-05461702,,No Heat Complaint,20-03424019,11/15/2020 9:09 AM,11/19/2020 8:21 AM,Completed,,DOB - Buildings,Closed,3400 W FLOURNOY ST,60624.0,
SR20-05462064,,No Heat Complaint,20-03424143,11/15/2020 10:59 AM,11/24/2020 9:02 AM,Completed,,DOB - Buildings,Closed,7900 S DOBSON AVE,60619.0,
SR20-05462362,,No Heat Complaint,20-03424285,11/15/2020 12:20 PM,11/19/2020 8:21 AM,Completed,,DOB - Buildings,Closed,4800 N CLAREMONT AVE,60625.0,
SR20-05462724,,No Heat Complaint,20-03424450,11/15/2020 1:59 PM,11/19/2020 8:21 AM,Completed,They want to wait to fix my heat until they have three estimates. I need it now. It’s not safe for me to use the oven to heat my apartment.￼,DOB - Buildings,Closed,3400 N DAMEN AVE,60618.0,
SR20-05462775,,No Heat Complaint,20-03424471,11/15/2020 2:07 PM,11/20/2020 4:40 PM,Completed,,DOB - Buildings,Closed,5400 S KENWOOD AVE,60615.0,
SR20-05463565,,No Heat Complaint,20-03424798,11/15/2020 4:37 PM,11/17/2020 4:31 PM,Completed,,DOB - Buildings,Closed,300 E 45TH ST,60653.0,
SR20-05464319,,No Heat Complaint,,11/15/2020 7:53 PM,11/23/2020 8:31 AM,Completed,,DOB - Buildings,,,60641.0,
SR20-05464485,,No Heat Complaint,,11/15/2020 8:51 PM,11/16/2020 5:56 AM,Completed,Just gave birth 11/12/20 have a new born 3 & a 6 year old this is no living conditions for any one to live then the lights go off if we plug in more then two heaters at a time with no access to circuit breakers,DOB - Buildings,,,60628.0,
SR20-05465233,,No Heat Complaint,20-03425563,11/16/2020 6:09 AM,11/17/2020 4:21 PM,Completed,,DOB - Buildings,Closed,5200 S MARSHFIELD AVE,60609.0,
SR20-05465271,,No Heat Complaint,20-03425594,11/16/2020 6:31 AM,11/17/2020 4:21 PM,Completed,,DOB - Buildings,Closed,8100 S COLFAX AVE,60617.0,
SR20-05465427,,No Heat Complaint,20-03425667,11/16/2020 7:12 AM,11/17/2020 4:21 PM,Completed,pls call first,DOB - Buildings,Closed,4800 S THROOP ST,60609.0,
SR20-05465428,,No Heat Complaint,20-03425668,11/16/2020 7:12 AM,11/19/2020 8:21 AM,Completed,,DOB - Buildings,Closed,3800 W WASHINGTON BLVD,60624.0,
SR20-05465500,,No Heat Complaint,20-03425693,11/16/2020 7:25 AM,11/20/2020 6:07 AM,Completed,,DOB - Buildings,Closed,7800 S PHILLIPS AVE,60649.0,
SR20-05465547,,No Heat Complaint,20-03425706,11/16/2020 7:32 AM,11/17/2020 6:27 AM,Completed,,DOB - Buildings,Closed,7900 S HERMITAGE AVE,60620.0,
SR20-05466396,,No Heat Complaint,,11/16/2020 9:25 AM,11/16/2020 3:22 PM,Completed,CALLER STATES HEAT INSPECTOR CALLED HER AND COULDNT HEAR CALLER PLEASE CALL BACK.,DOB - Buildings,,,60653.0,
SR20-05466915,,No Heat Complaint,20-03426610,11/16/2020 10:14 AM,11/23/2020 4:47 PM,Completed,,DOB - Buildings,Closed,7900 S HERMITAGE AVE,60620.0,
SR20-05467070,,No Heat Complaint,20-03426709,11/16/2020 10:23 AM,11/17/2020 1:34 PM,Completed,,DOB - Buildings,Closed,10500 S YATES AVE,60617.0,
SR20-05467154,,No Heat Complaint,20-03426759,11/16/2020 10:32 AM,11/18/2020 4:17 PM,Completed,MGMT SAID THEY CAN'T DO ANYTHING TO REMOVE RACCOONS,DOB - Buildings,Closed,900 S CENTRAL PARK AVE,60624.0,
SR20-05467521,,No Heat Complaint,20-03427014,11/16/2020 11:12 AM,11/18/2020 10:51 AM,Completed,PLEASE CONTACT CALLER PRIOR TO COMING OUT FOR ENTRY- MUST KNOW WHEN INSPECTOR IS COMING FOR ENTRY- NOT ABLE TO STAY IN APT DUE TO CURRENT CONDITIONS,DOB - Buildings,Closed,5300 W MONROE ST,60644.0,
SR20-05467544,,No Heat Complaint,,11/16/2020 11:13 AM,11/18/2020 9:08 AM,Completed,,DOB - Buildings,,,60616.0,
SR20-05467661,,No Heat Complaint,20-03427106,11/16/2020 11:26 AM,11/24/2020 12:17 AM,Completed,,DOB - Buildings,Closed,2600 W FITCH AVE,60645.0,
SR20-05468053,,No Heat Complaint,20-03427373,11/16/2020 12:09 PM,11/18/2020 9:06 AM,Completed,"We have been wearing layers and coats indoors. When we called Westward360 emergency number they told us not having functional heat was not a real emergency. They might be sending someone today, a repairman was here 1 week ago but heat still broke down.",DOB - Buildings,Closed,1000 N PAULINA ST,60622.0,
SR20-05468079,,No Heat Complaint,20-03427388,11/16/2020 12:12 PM,11/23/2020 4:47 PM,Completed,,DOB - Buildings,Closed,7400 S DR MARTIN LUTHER KING JR DR,60619.0,
SR20-05468128,,No Heat Complaint,20-03427421,11/16/2020 12:17 PM,11/18/2020 1:29 PM,Completed,,DOB - Buildings,Closed,10200 S INDIANA AVE,60628.0,
SR20-05468183,,No Heat Complaint,20-03427462,11/16/2020 12:23 PM,11/17/2020 1:34 PM,Completed,I would like remain anonymous.,DOB - Buildings,Closed,1700 E 70TH ST,60649.0,
SR20-05468186,,No Heat Complaint,20-03427465,11/16/2020 12:23 PM,11/18/2020 1:29 PM,Completed,,DOB - Buildings,Closed,6800 S JEFFERY BLVD,60649.0,
SR20-05468296,,No Heat Complaint,20-03427533,11/16/2020 12:34 PM,11/17/2020 1:34 PM,Completed,,DOB - Buildings,Closed,7800 S COLFAX AVE,60649.0,
SR20-05468382,,No Heat Complaint,20-03427584,11/16/2020 12:42 PM,11/18/2020 4:29 PM,Completed,TENANT ONLY SPEAKS SPANISH,DOB - Buildings,Closed,6700 S KARLOV AVE,60629.0,
SR20-05468642,,No Heat Complaint,20-03427755,11/16/2020 1:04 PM,11/17/2020 3:00 PM,Completed,,DOB - Buildings,Closed,3000 W DIVERSEY AVE,60647.0,
SR20-05469478,,No Heat Complaint,20-03428346,11/16/2020 2:21 PM,11/17/2020 3:00 PM,Completed,"Please contact caller prior to coming out for entry- CALLER DOES NOT WANT THE INSPECTOR TO JUST SHOW UP- BUILDING SECURITY WILL HAVE TO ALLOW BUILDING INSPECTOR UP TO THE CALLER'S APT- THIS IS AN ONGOING PROBLEM EVERY YEAR, CALLER DOES NOT WANT THE BUILDING INSPECTOR TO GIVE ANY OF HER PERSONAL INFORMATION BECAUSE THE PROPERTY MANAGER THREATENS RETALIATORY ACTIONS AGAINST TENANTS FOR REPORTING PROBLEMS.",DOB - Buildings,Closed,2100 N HALSTED ST,60614.0,
SR20-05469665,,No Heat Complaint,20-03428478,11/16/2020 2:41 PM,11/24/2020 12:17 AM,Completed,,DOB - Buildings,Closed,2000 N HARLEM AVE,60707.0,
SR20-05469973,,No Heat Complaint,20-03428669,11/16/2020 3:11 PM,11/17/2020 1:39 PM,Completed,,DOB - Buildings,Closed,6600 S MARYLAND AVE,60637.0,
SR20-05470135,,No Heat Complaint,20-03428778,11/16/2020 3:30 PM,11/24/2020 12:17 AM,Completed,USING THE STOVE TO HEAT THE APARTMENT - CALLER STATES ALOT OF THE TENANTS ARE USTING THE STOVE TO HEAT THE APARTMENTS,DOB - Buildings,Closed,800 W ALDINE AVE,60657.0,
SR20-05470382,,No Heat Complaint,20-03428911,11/16/2020 4:06 PM,11/24/2020 12:17 AM,Completed,,DOB - Buildings,Closed,900 W ARGYLE ST,60640.0,
SR20-05470681,,No Heat Complaint,20-03429084,11/16/2020 4:47 PM,11/20/2020 7:41 AM,Completed,,DOB - Buildings,Closed,4600 W BERTEAU AVE,60641.0,
SR20-05470773,,No Heat Complaint,20-03429139,11/16/2020 5:02 PM,11/18/2020 10:11 AM,Completed,,DOB - Buildings,Closed,5100 W THOMAS ST,60651.0,
SR20-05470825,,No Heat Complaint,20-03429162,11/16/2020 5:11 PM,11/18/2020 9:36 AM,Completed,Landlord turned off heat and gas because the caller is behind on her rent.,DOB - Buildings,Closed,4300 W HIRSCH ST,60651.0,
SR20-05471131,,No Heat Complaint,20-03429303,11/16/2020 6:18 PM,11/24/2020 12:17 AM,Completed,,DOB - Buildings,Closed,2100 N BINGHAM ST,60647.0,
SR20-05471945,,No Heat Complaint,20-03429686,11/16/2020 11:30 PM,11/23/2020 4:47 PM,Completed,"Caller stated she has called once every month, regarding this matter.",DOB - Buildings,Closed,5400 S HERMITAGE AVE,60609.0,
SR20-05471965,,No Heat Complaint,20-03429698,11/16/2020 11:44 PM,11/17/2020 1:34 PM,Completed,,DOB - Buildings,Closed,7000 S JEFFERY BLVD,60649.0,
SR20-05472026,,No Heat Complaint,20-03429730,11/17/2020 12:52 AM,11/18/2020 11:12 AM,Completed,"Caller has more phone#'s for owner (312-646-XXXX3, JXXXXXX at 773-368-XXXX3, 773-778-XXXX5).",DOB - Buildings,Closed,9200 S LAFLIN ST,60620.0,
SR20-05472388,,No Heat Complaint,20-03429903,11/17/2020 7:16 AM,11/24/2020 12:17 AM,Completed,,DOB - Buildings,Closed,4300 N RICHMOND ST,60618.0,
SR20-05472423,,No Heat Complaint,20-03429930,11/17/2020 7:22 AM,11/23/2020 4:47 PM,Completed,,DOB - Buildings,Closed,6400 S WINCHESTER AVE,60636.0,
SR20-05472563,,No Heat Complaint,20-03430004,11/17/2020 7:47 AM,11/17/2020 1:47 PM,Completed,,DOB - Buildings,Closed,6200 S DORCHESTER AVE,60637.0,
SR20-05472620,,No Heat Complaint,20-03430029,11/17/2020 7:56 AM,11/18/2020 4:29 PM,Completed,,DOB - Buildings,Closed,5400 S MOZART ST,60632.0,
SR20-05472743,,No Heat Complaint,20-03430096,11/17/2020 8:17 AM,11/24/2020 12:59 PM,Completed,,DOB - Buildings,Closed,11700 S SANGAMON ST,60643.0,
SR20-05472968,,No Heat Complaint,20-03430237,11/17/2020 8:45 AM,11/24/2020 12:17 AM,Completed,,DOB - Buildings,Closed,3900 W WASHINGTON BLVD,60624.0,
SR20-05473211,,No Heat Complaint,20-03430418,11/17/2020 9:08 AM,11/19/2020 4:02 PM,Completed,,DOB - Buildings,Closed,8100 S WOODLAWN AVE,60619.0,
SR20-05473335,,No Heat Complaint,20-03430506,11/17/2020 9:21 AM,12/1/2020 9:32 AM,Completed,Please contact caller prior to coming out- for entry,DOB - Buildings,Closed,0 E 49TH ST,60615.0,
SR20-05473373,,No Heat Complaint,20-03430531,11/17/2020 9:25 AM,11/24/2020 12:17 AM,Completed,HEAT NOT WORKING IN BACK PART OF APARTMENT,DOB - Buildings,Closed,6100 N KENMORE AVE,60660.0,
SR20-05473541,,No Heat Complaint,20-03430644,11/17/2020 9:41 AM,12/1/2020 9:21 AM,Completed,DOORBELLS BROKEN----CALL BEFORE COMING OUT,DOB - Buildings,Closed,1600 W 79TH ST,60620.0,
SR20-05474129,,No Heat Complaint,20-03431015,11/17/2020 10:37 AM,12/1/2020 8:45 AM,Completed,,DOB - Buildings,Closed,2600 W 60TH ST,60629.0,
SR20-05474845,,No Heat Complaint,20-03431599,11/17/2020 11:16 AM,12/1/2020 9:32 AM,Completed,,DOB - Buildings,Closed,0 E 73RD ST,60619.0,
SR20-05475023,,No Heat Complaint,20-03431730,11/17/2020 11:33 AM,11/19/2020 4:02 PM,Completed,,DOB - Buildings,Closed,6700 S SAINT LAWRENCE AVE,60637.0,
SR20-05475160,,No Heat Complaint,20-03431835,11/17/2020 11:47 AM,11/24/2020 12:17 AM,Completed,"The property management company said in October they would replace the windows in early November, but are now saying some time in December is more likely. I can't live in an apartment with temperatures under 50 degrees and so I am staying with a friend.",DOB - Buildings,Closed,1300 W ADDISON ST,60613.0,
SR20-05475407,,No Heat Complaint,20-03431999,11/17/2020 12:20 PM,12/1/2020 9:21 AM,Completed,,DOB - Buildings,Closed,6400 S RICHMOND ST,60629.0,
SR20-05475504,,No Heat Complaint,20-03432051,11/17/2020 12:31 PM,11/24/2020 12:17 AM,Completed,,DOB - Buildings,Closed,3000 W LELAND AVE,60625.0,
SR20-05475688,,No Heat Complaint,20-03432172,11/17/2020 12:48 PM,12/1/2020 9:21 AM,Completed,THE CALLER STATED THAT HE HAS HER CONNECTED TO THE PEOPLE DOWN STAIRS TO THE HEAT AND SHE PAYING FOR IT.,DOB - Buildings,Closed,9900 S AVENUE J,60617.0,
SR20-05475736,,No Heat Complaint,20-03432201,11/17/2020 12:51 PM,11/23/2020 8:41 AM,Completed,CAN YOU COME OUT TO THIS APT. AFTER 1 PM  WHEN SOMEONE IS AT HOME----PLEASE CALL BEFORE COMING OUT.,DOB - Buildings,Closed,8700 S COTTAGE GROVE AVE,60619.0,
SR20-05475862,,No Heat Complaint,20-03432296,11/17/2020 1:03 PM,11/24/2020 12:17 AM,Completed,,DOB - Buildings,Closed,4900 W POLK ST,60644.0,
SR20-05476788,,No Heat Complaint,20-03432950,11/17/2020 2:37 PM,12/1/2020 8:45 AM,Completed,,DOB - Buildings,Closed,2000 S STATE ST,60616.0,
SR20-05476797,,No Heat Complaint,20-03432958,11/17/2020 2:38 PM,11/19/2020 4:02 PM,Completed,,DOB - Buildings,Closed,7900 S PRINCETON AVE,60620.0,
SR20-05477169,,No Heat Complaint,20-03433188,11/17/2020 3:13 PM,12/1/2020 9:21 AM,Completed,NO HEAT / RADIATORS NOT WORKING AND BOTH ELECTRICAL HEATERS SUPPLIED BY OWNER MAKES THE POWER GO OFF IN APT WHEN IN USE,DOB - Buildings,Closed,4300 W FORD CITY DR,60652.0,
SR20-05477392,,No Heat Complaint,,11/17/2020 3:35 PM,12/1/2020 9:21 AM,Completed,PER CALLER LANDLORD GAVE  CLIENT 2 HEATERS,DOB - Buildings,,,60652.0,
SR20-05478017,,No Heat Complaint,20-03433670,11/17/2020 4:56 PM,11/19/2020 4:02 PM,Completed,,DOB - Buildings,Closed,0 E 99TH PL,60628.0,
SR20-05478561,,No Heat Complaint,20-03433916,11/17/2020 6:58 PM,12/1/2020 9:21 AM,Completed,,DOB - Buildings,Closed,11000 S ARTESIAN AVE,60655.0,
SR20-05478569,,No Heat Complaint,20-03433922,11/17/2020 7:00 PM,11/24/2020 12:17 AM,Completed,,DOB - Buildings,Closed,4800 N AVERS AVE,60625.0,
SR20-05478937,,No Heat Complaint,20-03434065,11/17/2020 9:07 PM,12/1/2020 9:32 AM,Completed,,DOB - Buildings,Closed,5700 S PEORIA ST,60621.0,
SR20-05479099,,No Heat Complaint,20-03452588,11/17/2020 10:19 PM,11/24/2020 12:17 AM,Completed,"Caller would like to be notified the day before they are coming so that she can be there.  

Landlord using caller's heat in his apartment.",DOB - Buildings,Closed,3400 W 18TH ST,60623.0,
SR20-05479099,,No Heat Complaint,20-03434130,11/17/2020 10:19 PM,11/24/2020 12:17 AM,Completed,"Caller would like to be notified the day before they are coming so that she can be there.  

Landlord using caller's heat in his apartment.",DOB - Buildings,Closed,3400 W 18TH ST,60623.0,
SR20-05479557,,No Heat Complaint,20-03434335,11/18/2020 6:17 AM,11/19/2020 4:02 PM,Completed,,DOB - Buildings,Closed,800 E 82ND ST,60619.0,
SR20-05479580,,No Heat Complaint,20-03434347,11/18/2020 6:27 AM,11/24/2020 12:17 AM,Completed,,DOB - Buildings,Closed,0 N WALLER AVE,60644.0,
SR20-05479771,,No Heat Complaint,20-03434424,11/18/2020 7:27 AM,11/19/2020 4:02 PM,Completed,,DOB - Buildings,Closed,2600 E 78TH ST,60649.0,
SR20-05479807,,No Heat Complaint,20-03434441,11/18/2020 7:32 AM,11/19/2020 4:02 PM,Completed,,DOB - Buildings,Closed,200 E 60TH ST,60637.0,
SR20-05480109,,No Heat Complaint,20-03434570,11/18/2020 8:28 AM,12/2/2020 3:57 PM,Completed,THIS IS A COURTYARD BUILDING---CALL BEFORE COMING OUT SO SHE CAN LET YOU IN.---,DOB - Buildings,Closed,0 N LONG AVE,60644.0,
SR20-05480314,,No Heat Complaint,20-03434699,11/18/2020 8:51 AM,11/20/2020 3:03 PM,Completed,,DOB - Buildings,Closed,400 S LARAMIE AVE,60644.0,
SR20-05480548,,No Heat Complaint,20-03434810,11/18/2020 9:13 AM,11/20/2020 3:09 PM,Completed,,DOB - Buildings,Closed,6800 S JEFFERY BLVD,60649.0,
SR20-05480643,,No Heat Complaint,20-03434877,11/18/2020 9:20 AM,11/20/2020 3:09 PM,Completed,,DOB - Buildings,Closed,7900 S PRAIRIE AVE,60619.0,
SR20-05480675,,No Heat Complaint,20-03434892,11/18/2020 9:24 AM,11/20/2020 3:09 PM,Completed,Please contact caller prior to coming out for entry- CALL MUST KNOW WHEN THE INSPECTOR IS COMING OUT - SHE WORKS WILL HAVE TO BE HOME FOR ENTRY,DOB - Buildings,Closed,1100 W 79TH ST,60620.0,
SR20-05481194,,No Heat Complaint,20-03435240,11/18/2020 10:12 AM,11/20/2020 9:13 AM,Completed,I got a room thermometer to test the temperature of my bedroom. Attached are photos showing the temperature of my bedroom,DOB - Buildings,Closed,900 W GEORGE ST,60657.0,
SR20-05481943,,No Heat Complaint,20-03435673,11/18/2020 11:23 AM,11/20/2020 3:10 PM,Completed,Please contact caller prior to coming out for entry.,DOB - Buildings,Closed,10800 S EBERHART AVE,60628.0,
SR20-05482359,,No Heat Complaint,20-03435978,11/18/2020 12:08 PM,11/20/2020 3:09 PM,Completed,,DOB - Buildings,Closed,8200 S MARYLAND AVE,60619.0,
SR20-05482629,,No Heat Complaint,20-03436157,11/18/2020 12:38 PM,12/3/2020 12:24 PM,Completed,,DOB - Buildings,Closed,5000 W WASHINGTON BLVD,60644.0,
SR20-05483228,,No Heat Complaint,20-03436524,11/18/2020 1:46 PM,11/30/2020 12:52 PM,Completed,,DOB - Buildings,Closed,8800 S SAGINAW AVE,60617.0,
SR20-05483308,,No Heat Complaint,20-03436574,11/18/2020 1:59 PM,11/20/2020 2:16 PM,Completed,,DOB - Buildings,Closed,4800 W WABANSIA AVE,60639.0,
SR20-05483726,,No Heat Complaint,20-03436869,11/18/2020 2:48 PM,12/3/2020 1:15 PM,Completed,,DOB - Buildings,Closed,3600 W DIVERSEY AVE,60647.0,
SR20-05484032,,No Heat Complaint,20-03437024,11/18/2020 3:22 PM,11/20/2020 3:09 PM,Completed,,DOB - Buildings,Closed,7100 S HALSTED ST,60621.0,
SR20-05484440,,No Heat Complaint,20-03437265,11/18/2020 4:16 PM,12/2/2020 1:43 PM,Completed,,DOB - Buildings,Closed,2400 W SUNNYSIDE AVE,60625.0,
SR20-05484829,,No Heat Complaint,20-03437513,11/18/2020 5:20 PM,11/25/2020 11:35 AM,Completed,,DOB - Buildings,Closed,1300 S KARLOV AVE,60623.0,
SR20-05484837,,No Heat Complaint,20-03437517,11/18/2020 5:21 PM,11/20/2020 1:08 PM,Completed,,DOB - Buildings,Closed,1500 N TRIPP AVE,60651.0,
SR20-05485260,,No Heat Complaint,20-03437721,11/18/2020 7:16 PM,12/3/2020 12:22 PM,Completed,"LANDLORD TURNED HEAT OFF 
HAS SENIORS IN APT AS WELL",DOB - Buildings,Closed,1200 N HAMLIN AVE,60651.0,
